op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name,rmse_per_scale
CONV_2D,396,1204224.0,0.5121827,-0.006247484,1.4829147,0.26240313,1.788653,9,model/tf.math.add_5/Add;model/tf.nn.convolution_4/convolution;Const_1571,0.28639036981165944
MUL,1220,56448.0,0.025577173,0.0032737427,0.04497046,0.00066645385,0.09016215,-125,model/tf.math.multiply_172/Mul,0.2863259967596042
ADD,752,15680.0,0.12556967,-4.2317588e-05,0.22375824,0.015769467,0.43881923,16,model/tf.math.add_40/Add,0.2861691781689456
LOGISTIC,432,4.0,0.0009120044,-2.7705555e-06,0.0015223894,1.2480318e-06,0.00390625,-128,model/tf.math.sigmoid_6/Sigmoid,0.2859912796656569
MUL,612,10.0,0.0070415493,-0.0015284735,0.011939298,5.9089856e-05,0.026885115,-118,model/tf.math.multiply_52/Mul,0.2859200211687745
MEAN,1076,1152.0,0.01036756,9.8230514e-05,0.01811583,0.00010760843,0.036313344,-120,model/tf.math.reduce_mean_12/Mean,0.285664914740442
MUL,348,401408.0,0.11849635,0.10525097,0.27675748,0.025140824,0.5561303,-127,model/tf.math.multiply_2/Mul,0.2851104898147484
ADD,1108,9408.0,0.10820714,0.00016203907,0.18910946,0.011710167,0.3805432,-12,model/tf.math.add_78/Add,0.2843659406676748
LOGISTIC,384,32.0,0.0010797313,0.0001809025,0.0019051098,1.2331037e-06,0.00390625,-128,model/tf.math.sigmoid_3/Sigmoid,0.28427571841998744
LOGISTIC,996,131712.0,0.0010994645,0.00014598729,0.0039032102,1.2302028e-06,0.00390625,-128,model/tf.math.sigmoid_44/Sigmoid,0.2839411395004253
CONV_2D,340,401408.0,0.3183984,-0.011336692,0.7114937,0.10158686,1.123086,1,model/tf.math.add/Add;model/tf.nn.convolution/convolution;Const_1671,0.283795663395772
MUL,792,20.0,0.007827216,0.0016115956,0.013798451,6.758788e-05,0.028970974,-118,model/tf.math.multiply_87/Mul,0.28377315962698696
MUL,852,20.0,0.010811104,-0.0011498093,0.019348262,0.00012692338,0.039810892,-121,model/tf.math.multiply_99/Mul,0.28298857744539735
LOGISTIC,640,188160.0,0.0011028298,5.147691e-05,0.0039058656,1.2192133e-06,0.00390625,-128,model/tf.math.sigmoid_20/Sigmoid,0.28267006001485195
MUL,556,6.0,0.0064636166,0.00043241266,0.01110328,5.2369145e-05,0.02563487,-117,model/tf.math.multiply_41/Mul,0.28229723367122606
MUL,492,6.0,0.006190104,4.87175e-05,0.010487981,4.914869e-05,0.024852222,-117,model/tf.math.multiply_29/Mul,0.2820919863573933
LOGISTIC,904,28.0,0.0010747602,8.730773e-05,0.0018263021,1.214154e-06,0.00390625,-128,model/tf.math.sigmoid_38/Sigmoid,0.2820829603928603
MUL,880,131712.0,0.02153812,-0.0030409098,0.03844956,0.00047315404,0.07724623,-124,model/tf.math.multiply_105/Mul,0.28159438028269435
MUL,1160,56448.0,0.025595574,0.0013922948,0.045573365,0.0006587325,0.09133007,-125,model/tf.math.multiply_160/Mul,0.2810222812363831
LOGISTIC,520,451584.0,0.0010931237,-9.071674e-05,0.00390625,1.2033303e-06,0.00390625,-128,model/tf.math.sigmoid_12/Sigmoid,0.28082281698750905
MUL,1044,32928.0,0.019843843,-0.00034182065,0.052586764,0.00039397032,0.070867844,-124,model/tf.math.multiply_137/Mul,0.2800802801168854
MUL,1016,32928.0,0.07315448,0.026668789,0.1388042,0.0060635377,0.27820608,-127,model/tf.math.multiply_132/Mul,0.27989582734734003
MUL,676,10.0,0.00028456916,-6.8314025e-06,0.00049176224,9.286285e-08,0.0010889836,127,model/tf.math.multiply_64/Mul,0.27983347443485507
LOGISTIC,580,188160.0,0.0010928742,-5.837511e-06,0.0039059517,1.1945e-06,0.00390625,-128,model/tf.math.sigmoid_16/Sigmoid,0.2797905502335631
LOGISTIC,372,8.0,0.0009949014,4.0149633e-05,0.0017206946,1.1924828e-06,0.00390625,-128,model/tf.math.sigmoid_2/Sigmoid,0.27955420365431816
LOGISTIC,1040,672.0,0.0010897359,5.9519876e-05,0.0019521713,1.1913431e-06,0.00390625,-128,model/tf.math.sigmoid_47/Sigmoid,0.27942058156406446
LOGISTIC,788,20.0,0.0010264507,-0.00019146214,0.0018949308,1.170843e-06,0.00390625,-128,model/tf.math.sigmoid_30/Sigmoid,0.2770060772762937
MUL,1268,48.0,0.008491348,0.00011735741,0.015296736,7.3661606e-05,0.031013219,-119,model/tf.math.multiply_181/Mul,0.2767411527962109
MUL,360,401408.0,0.087232836,-0.021297993,0.1615296,0.008075268,0.32572457,-127,model/tf.math.multiply_5/Mul,0.27588491392458947
MUL,1208,48.0,0.009454367,-0.00047429436,0.01642639,9.216501e-05,0.034831453,-120,model/tf.math.multiply_169/Mul,0.2756204552808586
LOGISTIC,876,131712.0,0.001076279,2.1582096e-05,0.003840953,1.1588593e-06,0.00390625,-128,model/tf.math.sigmoid_36/Sigmoid,0.2755848382709034
LOGISTIC,1204,48.0,0.0010618005,6.7841784e-06,0.0018904232,1.1559075e-06,0.00390625,-128,model/tf.math.sigmoid_58/Sigmoid,0.27523363515384525
LOGISTIC,1188,56448.0,0.0010710226,7.079591e-05,0.00390544,1.1521979e-06,0.00390625,-128,model/tf.math.sigmoid_57/Sigmoid,0.2747916330138165
LOGISTIC,1292,62720.0,0.0010681638,9.1239446e-05,0.0038896718,1.1504985e-06,0.00390625,-128,model/tf.math.sigmoid_64/Sigmoid,0.27458891036602334
LOGISTIC,1248,56448.0,0.0010699314,4.8061633e-05,0.00383987,1.1471728e-06,0.00390625,-128,model/tf.math.sigmoid_61/Sigmoid,0.2741917515550021
MUL,908,28.0,0.006172279,-0.0012918088,0.011226986,4.1348725e-05,0.02350956,-116,model/tf.math.multiply_110/Mul,0.273518408129487
MUL,1060,56448.0,0.020090032,-0.004756378,0.0377069,0.0004262451,0.07557552,-124,model/tf.math.multiply_140/Mul,0.27317978299916446
MUL,388,401408.0,0.05418522,0.0029282162,0.121202104,0.0029663781,0.19943303,-127,model/tf.math.multiply_10/Mul,0.27309651965788595
LOGISTIC,1216,1152.0,0.0010412262,0.00021807599,0.0019529164,1.1328426e-06,0.00390625,-128,model/tf.math.sigmoid_59/Sigmoid,0.27247380173807534
MUL,764,94080.0,0.018911717,-0.0044781454,0.03545946,0.0003777128,0.07155255,-124,model/tf.math.multiply_82/Mul,0.27161624155568775
LOGISTIC,552,6.0,0.0009447805,-1.1963869e-05,0.0016640623,1.1226543e-06,0.00390625,-128,model/tf.math.sigmoid_14/Sigmoid,0.2712457782248417
LOGISTIC,760,94080.0,0.0010531553,6.9419167e-07,0.0038563865,1.1091795e-06,0.00390625,-128,model/tf.math.sigmoid_28/Sigmoid,0.2696130332754706
MUL,804,94080.0,0.009264345,0.0007242641,0.0832811,8.6447195e-05,0.03451679,-120,model/tf.math.multiply_90/Mul,0.2693674113700141
MUL,920,131712.0,0.011568145,1.4133251e-05,0.1800813,0.00013422799,0.043116055,-122,model/tf.math.multiply_113/Mul,0.2687091939584346
MUL,540,112896.0,0.14604175,0.07376857,0.29878455,0.026772792,0.60976106,-128,model/tf.math.multiply_39/Mul,0.26834106900741755
MUL,1240,56448.0,0.015229728,-0.0039000947,0.028973313,0.00024717016,0.058666743,-123,model/tf.math.multiply_176/Mul,0.26798225741345344
MUL,864,94080.0,0.011793585,0.00026294618,0.027504826,0.00013923434,0.044110294,-122,model/tf.math.multiply_102/Mul,0.2675058154691566
LOGISTIC,740,480.0,0.0010427658,-1.0729272e-05,0.001940468,1.0900867e-06,0.00390625,-128,model/tf.math.sigmoid_27/Sigmoid,0.2672824759897289
MUL,1100,56448.0,0.035585865,0.004373012,0.067173116,0.0012867071,0.13446136,-126,model/tf.math.multiply_148/Mul,0.2667732926564833
MUL,1280,56448.0,0.04081768,-0.011114916,0.07938656,0.0017934617,0.15890272,-126,model/tf.math.multiply_184/Mul,0.2665107442231916
LOGISTIC,1156,1152.0,0.0010344323,-8.8329805e-05,0.0019184483,1.0792977e-06,0.00390625,-128,model/tf.math.sigmoid_55/Sigmoid,0.26595648904886676
MUL,980,131712.0,0.015518435,0.0001222643,0.029285867,0.00024099297,0.058625422,-123,model/tf.math.multiply_125/Mul,0.26479891732898125
MUL,644,188160.0,0.023472259,-0.008365426,0.046001673,0.00062098826,0.09422997,-125,model/tf.math.multiply_59/Mul,0.26445552336114564
LOGISTIC,964,28.0,0.0010048833,-5.9951093e-05,0.0017594936,1.0515479e-06,0.00390625,-128,model/tf.math.sigmoid_42/Sigmoid,0.26251522465259036
MUL,524,451584.0,0.06037946,-4.881953e-05,0.113958634,0.0036459952,0.23080178,-127,model/tf.math.multiply_36/Mul,0.2616187657258159
MUL,436,4.0,0.003985321,-0.00037813198,0.007073382,2.352603e-05,0.01863535,-113,model/tf.math.multiply_18/Mul,0.2602775855497002
MUL,624,188160.0,0.029961806,-0.001091876,0.057908844,0.00089986913,0.115911394,-126,model/tf.math.multiply_55/Mul,0.25879956852245345
MUL,464,451584.0,0.042314127,-0.018837536,0.0893818,0.0021459379,0.17940451,-126,model/tf.math.multiply_24/Mul,0.25821128475219696
MUL,584,188160.0,0.03170531,-0.006770075,0.06297579,0.001051086,0.12664387,-126,model/tf.math.multiply_47/Mul,0.255997045140157
LOGISTIC,472,451584.0,0.0009935976,-0.000110355,0.00390625,9.996037e-07,0.00390625,-128,model/tf.math.sigmoid_9/Sigmoid,0.2559492685732858
LOGISTIC,1264,48.0,0.0009777814,-9.8030956e-05,0.0018422923,9.927696e-07,0.00390625,-128,model/tf.math.sigmoid_62/Sigmoid,0.2550728298067044
MUL,504,451584.0,0.042313803,-0.003348616,0.08364723,0.0018034274,0.16736008,-126,model/tf.math.multiply_32/Mul,0.2537449788383585
MUL,824,94080.0,0.025974162,0.00028825557,0.051106434,0.0006747836,0.10312063,-125,model/tf.math.multiply_94/Mul,0.2519049501515973
MUL,836,94080.0,0.050713588,0.009829836,0.10249591,0.0026686173,0.20640156,-127,model/tf.math.multiply_97/Mul,0.25028232065127654
LOGISTIC,948,131712.0,0.0009662995,-0.00014800868,0.003906164,9.55667e-07,0.00390625,-128,model/tf.math.sigmoid_41/Sigmoid,0.25026104873111993
ADD,1228,9408.0,0.15033652,-0.00024221832,0.29806134,0.022613516,0.60615504,-43,model/tf.math.add_92/Add,0.24808489691333435
MUL,476,451584.0,0.058114585,-0.0062583922,0.11715663,0.00341672,0.23647009,-127,model/tf.math.multiply_27/Mul,0.24718862302407502
MUL,1120,56448.0,0.016150672,0.0016584714,0.03279209,0.00026361164,0.06583482,-124,model/tf.math.multiply_152/Mul,0.2466190605219702
LOGISTIC,820,94080.0,0.0009496862,-2.2657687e-05,0.0039036912,9.024762e-07,0.00390625,-128,model/tf.math.sigmoid_32/Sigmoid,0.24319679324201623
MUL,1088,48.0,0.010568831,0.00048160576,0.020327311,0.00011505486,0.044494696,-122,model/tf.math.multiply_145/Mul,0.2410705952564023
MUL,940,131712.0,0.013157241,-0.0016036653,0.027398985,0.00017568834,0.05499409,-123,model/tf.math.multiply_117/Mul,0.24102131390133802
MUL,892,131712.0,0.06549717,-0.011447485,0.13703103,0.0044213026,0.27595294,-127,model/tf.math.multiply_108/Mul,0.24095730348143152
LOGISTIC,1068,56448.0,0.0009271249,-7.038026e-05,0.003905553,8.645652e-07,0.00390625,-128,model/tf.math.sigmoid_49/Sigmoid,0.23803391553978184
MUL,596,188160.0,0.056883812,-0.020547558,0.12580824,0.0036585557,0.25511935,-127,model/tf.math.multiply_50/Mul,0.23708901696354084
MUL,1132,56448.0,0.052006893,0.0070226146,0.11038399,0.0027541849,0.22159602,-127,model/tf.math.multiply_155/Mul,0.23682884149100236
LOGISTIC,832,94080.0,0.00091315544,-7.47838e-05,0.003906246,8.395057e-07,0.00390625,-128,model/tf.math.sigmoid_33/Sigmoid,0.2345588317569816
LOGISTIC,772,94080.0,0.0009035028,6.6460314e-05,0.00390625,8.2085563e-07,0.00390625,-128,model/tf.math.sigmoid_29/Sigmoid,0.23193877331675272
LOGISTIC,1236,56448.0,0.0008894302,-0.00015212974,0.0032857042,8.1439356e-07,0.00390625,-128,model/tf.math.sigmoid_60/Sigmoid,0.23102401682110887
MUL,568,112896.0,0.032699246,0.0012847643,0.07175951,0.0010739006,0.14387392,-126,model/tf.math.multiply_44/Mul,0.22777180631441435
MUL,952,131712.0,0.05507891,-0.0097457655,0.12290335,0.0031287936,0.24586861,-127,model/tf.math.multiply_120/Mul,0.227502079814133
MUL,1000,131712.0,0.029659742,-0.007960954,0.06692801,0.00094319356,0.13714087,-126,model/tf.math.multiply_129/Mul,0.2239409484151525
LOGISTIC,1028,28.0,0.00080315635,-0.00030060776,0.001807115,7.605167e-07,0.00390625,-128,model/tf.math.sigmoid_46/Sigmoid,0.22325147804930653
MUL,404,1204224.0,0.17625298,0.014704771,0.40313262,0.031301964,0.8280679,-128,model/tf.math.multiply_13/Mul,0.21365833723858457
MUL,448,301056.0,0.097157024,0.0027893763,0.24455123,0.0094653545,0.45941502,-127,model/tf.math.multiply_21/Mul,0.2117694224460454
MUL,1032,28.0,0.00014951207,-3.772199e-06,0.00046366817,2.4110955e-08,0.0010920175,127,model/tf.math.multiply_134/Mul,0.14219280060351325
LOGISTIC,536,112896.0,0.00050594384,-0.00014798011,0.00390625,2.7843214e-07,0.00390625,-128,model/tf.math.sigmoid_13/Sigmoid,0.13508267367445762
MUL,420,301056.0,0.1304776,0.011004355,0.51797867,0.017200667,1.0516285,-128,model/tf.math.multiply_16/Mul,0.12471258945059763
ADD,988,21952.0,0.044845372,-0.00059124554,0.19409321,0.002013714,0.39335886,8,model/tf.math.add_66/Add,0.11408011703969193
PAD,408,1247616.0,0.0,0.0,0.0,0.0,0.8280679,-128,model/tf.compat.v1.pad_1/Pad,0.0
PAD,528,518400.0,0.0,0.0,0.0,0.0,0.23080178,-127,model/tf.compat.v1.pad_2/Pad,0.0
PAD,648,216000.0,0.0,0.0,0.0,0.0,0.09422997,-125,model/tf.compat.v1.pad_3/Pad,0.0
PAD,1004,217728.0,0.0,0.0,0.0,0.0,0.13714087,-126,model/tf.compat.v1.pad_4/Pad,0.0
TRANSPOSE,1304,1280.0,0.0,0.0,0.0,0.0,0.028188737,-119,model/tf.compat.v1.transpose_58/transpose,0.0
RESHAPE,1308,1280.0,0.0,0.0,0.0,0.0,0.028188737,-119,model/flatten/Reshape;model/tf.reshape/Reshape,0.0
